Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 107 LOUDOUN COUNTY,0810,810 - CEDAR LANE,"3,085",252,"3,337",25,35,11,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0813,813 - SELDENS LANDING,"2,668",377,"3,045",31,25,8,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0814,814 - NEWTON - LEE,"3,576",280,"3,856",31,35,13,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0815,815 - BELMONT RIDGE,"3,747",272,"4,019",18,37,20,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0817,817 - SANDERS CORNER,"2,818",262,"3,080",31,24,7,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0818,818 - EAST BROAD RUN,"2,296",194,"2,490",22,22,8,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0819,819 - WEST BROAD RUN,"2,184",148,"2,332",29,19,9,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0820,820 - BELMONT STATION,"2,831",277,"3,108",35,28,15,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0822,822 - RIVERSIDE,"2,434",127,"2,561",14,20,14,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0823,823 - HARPER PARK,"2,530",182,"2,712",27,20,9,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0824,824 - GOOSE CREEK,"1,238",152,"1,390",12,13,8,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 107 LOUDOUN COUNTY,0825,825 - WAXPOOL,"2,886",183,"3,069",28,23,12,107,"286,667","23,153","309,820","3,159","2,185","1,019",133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0101,101 - GREEN SPRINGS #1,"3,516",101,"3,617",28,12,7,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0102,102 - GREEN SPRINGS #2,"1,488",40,"1,528",6,2,2,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0201,201 - LOUISA #1,"2,033",76,"2,109",22,2,,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0202,202 - LOUISA #2,"1,801",67,"1,868",20,7,2,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0203,203 - LOUISA #3,325,6,331,3,,,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0301,301 - PATRICK HENRY #1,"2,499",101,"2,600",22,6,3,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0302,302 - PATRICK HENRY #2,"1,760",54,"1,814",17,,2,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0401,401 - MINERAL,"4,641",162,"4,803",39,4,3,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0501,501 - CUCKOO #1,"1,230",52,"1,282",15,,,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0502,502 - CUCKOO #2,"1,319",42,"1,361",10,,2,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0503,503 - CUCKOO #3,"2,091",60,"2,151",16,11,2,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0601,601 - JACKSON,"3,967",108,"4,075",35,2,2,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0701,701 - MOUNTAIN ROAD #1,"1,950",55,"2,005",15,2,5,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 109 LOUISA COUNTY,0702,702 - MOUNTAIN ROAD #2,"2,212",77,"2,289",22,,7,14,"30,832","1,001","31,833",270,48,37,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0101,101 - PLYMOUTH,992,49,"1,041",7,1,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0201,201 - BROWNS STORE,"1,032",41,"1,073",8,2,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0301,301 - ROSEBUD,479,10,489,2,,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0302,302 - FLAT ROCK,659,21,680,6,,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0401,401 - ARROWHEAD GUN CLUB,385,17,402,4,,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0402,402 - PLEASANT GROVE,833,22,855,9,,1,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0501,501 - REEDY CREEK,639,20,659,6,,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0502,502 - PEOPLES COMMUNITY CENTER,676,28,704,2,,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0601,601 - HOUNDS CREEK,"1,118",39,"1,157",18,,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0701,701 - MEHERRIN FIRE DEPARTMENT,615,21,636,6,,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 111 LUNENBURG COUNTY,0702,702 - VICTORIA PUBLIC LIBRARY,602,20,622,4,,,11,"8,030",288,"8,318",72,3,1,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0001,001 - OAK PARK,"1,290",59,"1,349",11,4,5,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0002,002 - RADIANT,"1,866",56,"1,922",24,1,,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0003,003 - ROCHELLE,867,23,890,8,6,,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0004,004 - GRAVES MILL,92,2,94,1,1,1,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0005,005 - MADISON,"1,991",66,"2,057",17,3,5,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0006,006 - WOLFTOWN,"1,045",30,"1,075",15,2,,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0007,007 - BRIGHTWOOD,"2,005",51,"2,056",21,,,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0008,008 - CRIGLERSVILLE,881,24,905,8,4,5,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 113 MADISON COUNTY,0009,009 - ETLAN,556,10,566,6,2,,9,"10,593",321,"10,914",111,23,16,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 115 MATHEWS COUNTY,0001,001 - CHESAPEAKE,"1,662",63,"1,725",27,13,3,3,"7,337",259,"7,596",114,25,8,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 115 MATHEWS COUNTY,0002,002 - WESTVILLE,"2,578",101,"2,679",39,5,1,3,"7,337",259,"7,596",114,25,8,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 115 MATHEWS COUNTY,0003,003 - PIANKATANK,"3,097",95,"3,192",48,7,4,3,"7,337",259,"7,596",114,25,8,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0101,101 - PALMER SPRINGS,869,43,912,10,2,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0102,102 - ANTIOCH CHURCH,298,32,330,,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0103,103 - CLARKSVILLE SOUTH,"1,269",88,"1,357",6,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0201,201 - CHASE CITY,"1,768",131,"1,899",16,2,1,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0202,202 - BLUESTONE,385,24,409,2,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0301,301 - BRACEY,"1,513",168,"1,681",12,,1,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0302,302 - LACROSSE,"1,023",72,"1,095",8,1,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0401,401 - SOUTH HILL WEST,"2,325",201,"2,526",23,1,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0501,501 - SOUTH HILL EAST,"2,275",196,"2,471",18,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0601,601 - BASKERVILLE,614,30,644,6,1,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0602,602 - UNION LEVEL,463,33,496,5,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0603,603 - SMITH CROSSROADS,630,24,654,2,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0604,604 - LAKE GASTON,994,112,"1,106",19,3,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0701,701 - MIDWAY,534,41,575,5,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0702,702 - WILLIAMS GROVE,986,68,"1,054",6,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0703,703 - CHASE CITY EAST,834,44,878,6,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0801,801 - BOYDTON,628,45,673,10,1,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0802,802 - CLARKSVILLE VFW,"1,263",60,"1,323",12,,1,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0803,803 - CHASE CITY WEST,798,40,838,5,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0901,901 - NELSON,386,12,398,2,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0902,902 - BUFFALO JUNCTION,666,46,712,3,,,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 117 MECKLENBURG COUNTY,0903,903 - CLARKSVILLE NORTH,"1,641",131,"1,772",14,2,2,22,"22,162","1,641","23,803",190,13,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 119 MIDDLESEX COUNTY,0101,101 - SALUDA,645,69,714,11,6,1,6,"8,575",467,"9,042",81,24,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 119 MIDDLESEX COUNTY,0102,102 - URBANNA,979,43,"1,022",4,6,,6,"8,575",467,"9,042",81,24,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 119 MIDDLESEX COUNTY,0201,201 - NEW MARKET,"1,819",73,"1,892",17,5,1,6,"8,575",467,"9,042",81,24,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 119 MIDDLESEX COUNTY,0302,302 - CHURCH VIEW,"1,646",86,"1,732",10,1,1,6,"8,575",467,"9,042",81,24,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 119 MIDDLESEX COUNTY,0401,401- HARMONY VILLAGE,"1,698",117,"1,815",14,2,1,6,"8,575",467,"9,042",81,24,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 119 MIDDLESEX COUNTY,0501,501 - WILTON,"1,788",79,"1,867",25,4,1,6,"8,575",467,"9,042",81,24,5,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0101,101 - PRECINCT A-1,"2,242",125,"2,367",28,10,5,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0102,102 - PRECINCT A-2,"2,535",366,"2,901",29,20,15,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0103,103 - PRECINCT A-3,218,134,352,1,,,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0104,104 - PRECINCT A-4 ,"2,563",307,"2,870",26,20,22,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0105,105 - PRECINCT A-5,"1,857",130,"1,987",22,8,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0201,201 - PRECINCT B-1,845,40,885,10,1,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0202,202 - PRECINCT B-2,"2,713",192,"2,905",28,5,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0203,203 - PRECINCT B-3,"1,241",67,"1,308",12,,,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0204,204 - PRECINCT B-4,"3,287",268,"3,555",36,4,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0205,205 - PRECINCT B-5,"2,239",164,"2,403",19,1,4,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0301,301 - PRECINCT C-1,"3,202",124,"3,326",16,2,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0302,302 - PRECINCT C-2,"1,350",58,"1,408",9,3,2,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0303,303 - PRECINCT C-3,"1,286",34,"1,320",7,1,,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0304,304 - PRECINCT C-4,"2,601",241,"2,842",21,4,,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0305,305 - PRECINCT C-5,"1,636",136,"1,772",17,2,,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0401,401 - PRECINCT D-1,"3,105",114,"3,219",21,1,2,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0402,402 - PRECINCT D-2,"3,186",71,"3,257",20,4,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0403,403 - PRECINCT D-3,"3,155",186,"3,341",30,5,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0404,404 - PRECINCT D-4,"1,362",27,"1,389",7,1,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0501,501 - PRECINCT E-1,"2,707",249,"2,956",25,5,3,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0502,502 - PRECINCT E-2,"1,869",62,"1,931",14,1,5,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0503,503 - PRECINCT E-3,"1,416",379,"1,795",2,3,1,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0504,504 - PRECINCT E-4,652,76,728,11,2,2,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0601,601 - PRECINCT F-1,"2,886",253,"3,139",28,24,15,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0602,602 - PRECINCT F-2,"3,081",486,"3,567",33,21,28,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0603,603 - PRECINCT F-3,816,361,"1,177",16,3,,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0701,701 - PRECINCT G-1,"3,234",545,"3,779",38,14,7,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0702,702 - PRECINCT G-2,"2,510",281,"2,791",26,11,5,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 121 MONTGOMERY COUNTY,0703,703 - PRECINCT G-3 ,"2,093",286,"2,379",22,17,8,29,"61,887","5,762","67,649",574,193,132,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0101,101 - ROCKFISH,"2,198",72,"2,270",20,9,7,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0201,201 - LOVINGSTON,"1,390",45,"1,435",10,4,2,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0202,202 - SCHUYLER,921,25,946,3,2,2,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0301,301 - SHIPMAN,"1,909",40,"1,949",16,1,1,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0302,302 - GLADSTONE,317,11,328,2,,,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0401,401 - ROSELAND,"1,936",63,"1,999",9,4,7,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0402,402 - MONTEBELLO,177,10,187,1,1,,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0501,501 - FABER,820,26,846,7,2,3,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 125 NELSON COUNTY,0502,502 - NELLYSFORD,"2,108",116,"2,224",18,15,10,9,"11,776",408,"12,184",86,38,32,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0102,102 - TUNSTALL,"1,483",53,"1,536",23,1,,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0103,103 - SOUTHERN BRANCH,"2,067",61,"2,128",21,4,,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0201,201 - QUINTON,"2,432",84,"2,516",27,7,1,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0202,202 - KENTWOOD,"1,371",26,"1,397",18,2,,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0301,301 - WATKINS,"3,193",54,"3,247",52,1,,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0302,302 - CUMBERLAND,"1,698",42,"1,740",28,2,,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0401,401 - PROVIDENCE FORGE,"3,193",109,"3,302",67,10,2,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0403,403 - MOUNTCASTLE,"1,146",27,"1,173",5,1,,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0501,501 - ELTHAM,"1,603",73,"1,676",26,2,,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 127 NEW KENT COUNTY,0502,502 - CHICKAHOMINY RIVER,"2,140",58,"2,198",35,5,,10,"20,326",587,"20,913",302,35,3,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
Locality: 131 NORTHAMPTON COUNTY,0101,101 - PRECINCT 1-1,"2,259",139,"2,398",32,14,4,5,"9,596",546,"10,142",108,32,13,133,"6,000,602","447,112","6,447,714","133,891","26,965","13,578","2,536"
